ir_led	red_led spo2	bpm
13963	14265	62
13806	14235	62
13950	14324	62
13917	13805	62
14134	13866	62
13880	14233	62
13809	14134	62
38199	44341	62
13924	14262	62
13621	59191	62
49462	11831	62
13872	14133	62
64310	10039	62
28982	3639	62
57910	1591	62
13865	14134	62
35638	16693	62
13622	32311	62
62518	6455	62
46390	13879	62
13943	14134	62
14391	39222	62
12599	28214	62
13806	14222	62
13877	61495	62
29238	6200	62
13897	14288	62
13622	10038	62
13878	13838	62
14306	13853	62
14214	13875	62
13878	16695	62
34870	20791	62
36917	13849	62
14261	13848	62
14258	13925	62
14249	13884	62
14247	13916	62
13820	13806	62
13858	14266	62
13904	14280	62
13878	18743	62
13904	14133	62
13903	14212	62
13877	14280	62
13859	14243	62
13934	14248	62
13878	20791	62
36918	20021	62
56630	5687	62
62262	6199	62
13961	14281	62
13793	13916	62
14198	13840	62
14143	13879	62
13892	14214	62
13835	14183	62
13878	13904	62
14134	823	62
42038	11831	62
13878	9015	62
13882	14273	62
13878	13861	62
14202	13878	62
13802	14260	62
13796	14303	62
13893	14215	62
13874	14270	62
13840	14165	62
13878	13879	62
13850	14197	62
13878	2870	62
13894	14256	62
13878	823	62
13843	14175	62
13932	14248	62
13804	14193	62
13858	14246	62
13899	14220	62
13856	14226	62
13832	14277	62
13846	14217	62
13909	14229	62
13852	13840	62
13942	13848	62
14242	13878	62
6711	30006	62
13920	13894	62
14134	10039	62
13893	14134	62
4919	24374	62
13952	14256	62
13914	14194	62
13840	14196	62
13866	14254	62
13903	14211	62
13946	13846	62
14217	13929	62
13863	14193	62
13826	14134	62
30263	31030	62
2615	13876	62
14206	13850	62
14134	22071	62
13922	13893	62
14134	20535	62
29238	1591	62
52278	21303	62
39478	24375	62
39734	5943	62
13800	13903	62
13878	14127	62
13790	14134	62
26935	38710	62
13623	46646	62
13878	2615	62
41269	54326	62
13367	32310	62
1335	29494	62
13816	14134	62
13853	14244	62
13881	14186	62
13844	14134	62
13903	14243	62
13882	14236	62
13824	14292	62
13845	14134	62
13879	12086	62
9271	57142	62
31031	29750	62
13808	13877	62
13877	54327	62
13860	14227	62
13881	13847	62
13876	14192	62
13898	14223	62
13847	14234	62
13900	14219	62
13880	14134	62
20278	13882	62
13881	14241	62
13878	5430	62
13933	14185	62
13852	14258	62
13895	14257	62
13894	14205	62
13870	14227	62
13852	14187	62
13901	13881	62
13882	14262	62
13879	13898	62
13863	14249	62
13762	14217	62
13858	14258	62
13911	14221	62
13842	14125	62
13848	14134	62
13878	27959	62
26934	13852	62
13878	18231	62
13862	14179	62
13836	14200	62
13803	14205	62
13890	14208	62
13811	14192	62
13825	14197	62
13847	14199	62
13814	13762	62
14134	6199	62
30774	4663	62
33334	13842	62
13878	14227	62
13801	14217	62
13861	14134	62
13860	14256	62
13885	14186	62
13924	13836	62
14200	13872	62
14236	13891	62
14238	13893	62
13844	14211	62
13878	5943	62
13909	14201	62
13833	14134	62
13851	14185	62
13889	14219	62
13854	14134	62
13879	37686	62
16439	13852	62
14206	13924	62
14208	13862	62
14213	13878	62
25655	42550	62
13868	13891	62
14238	13878	62
17718	3895	62
28214	6711	62
36662	13909	62
14201	13881	62
13878	6967	62
13872	14301	62
13878	7734	62
7735	43061	62
58167	35125	62
62775	45878	62
13848	14242	62
13878	2103	62
44086	26679	62
50741	13878	62
11319	49206	62
55	43830	62
21303	41782	62
13878	4151	62
28213	62263	62
38710	12087	62
13819	14231	62
13870	13921	62
14209	13790	62
14210	13913	62
13869	14215	62
13781	14248	62
13879	13878	62
4151	48438	62
13870	14245	62
13840	14134	62
13945	14163	62
13909	14134	62
13823	14267	62
13621	62263	62
38710	12599	62
13877	64311	62
38710	2103	62
13924	13790	62
14210	13900	62
14234	13829	62
13845	14211	62
13910	14295	62
13859	14203	62
13887	14232	62
13919	13840	62
14151	13907	62
13773	13909	62
14134	5431	62
53814	12599	62
44598	28215	62
13878	16439	62
13878	13832	62
14197	13936	62
13862	14232	62
13878	1335	62
13800	14245	62
13894	14134	62
22071	55093	62
13829	14221	62
13917	14242	62
13878	21303	62
31797	65335	62
45622	4407	62
57654	31287	62
13861	14204	62
13893	14134	62
23095	13896	62
14298	13849	62
13854	14271	62
13886	13857	62
14273	13919	62
14134	13894	62
13864	14204	62
13622	13829	62
14221	13878	62
23863	41526	62
7223	41526	62
13828	14287	62
13955	14215	62
13954	13861	62
13907	14187	62
13795	14281	62
13878	13849	62
14224	13776	62
13833	14292	62
13882	14224	62
13839	13852	62
14134	11575	62
13877	14187	62
13869	14214	62
13873	14259	62
13889	14186	62
13821	14134	62
13918	14193	62
13884	13954	62
14206	13905	62
14268	13907	62
13904	14245	62
13872	14212	62
13884	14134	62
2359	54326	62
5685	51254	62
3895	39990	62
13896	14243	62
13877	14244	62
13850	14134	62
12599	45878	62
8503	45622	62
31287	26166	62
13926	14134	62
13910	13905	62
14268	13868	62
14277	13887	62
14258	13839	62
14313	13884	62
13878	5687	62
13946	14214	62
13904	14301	62
13906	14250	62
13959	13877	62
14244	13860	62
14245	13875	62
14258	13831	62
13838	14263	62
13838	14134	62
13841	14281	62
13869	14184	62
13878	16183	62
45622	16951	62
13887	14229	62
13854	14244	62
13913	14269	62
13947	14230	62
13839	14240	62
13878	13959	62
13861	14270	62
13922	14258	62
13930	14225	62
13999	14283	62
13823	14186	62
13841	14262	62
13836	13869	62
13862	14134	62
29751	13848	62
14219	13878	62
13975	14247	62
13885	14179	62
13838	14206	62
13874	14126	62
13785	14200	62
13805	14257	62
13878	25143	62
45622	13930	62
14225	13897	62
14246	13877	62
65335	27190	62
13888	13836	62
14271	13848	62
14294	13921	62
14158	13878	62
13844	13878	62
13931	14213	62
13862	14198	62
13878	12855	62
11830	15415	62
13863	14224	62
13842	14223	62
13938	14234	62
13878	18743	62
42550	38455	62
54838	18487	62
13899	13888	62
13893	14239	62
13824	14221	62
13867	14286	62
13884	14219	62
13879	14281	62
13836	13862	62
13830	14269	62
13835	14209	62
13896	14134	62
10039	36918	62
13833	14271	62
13877	14279	62
13954	14242	62
13931	14203	62
13878	19254	62
13847	14134	62
17719	40758	62
13815	14204	62
13928	13884	62
14219	13871	62
14231	13889	62
13843	14281	62
13870	14134	62
2871	13864	62
13889	14284	62
13878	2359	62
13878	13622	62
13623	50998	62
13878	27447	62
31542	13856	62
14149	13789	62
14255	13904	62
13907	14174	62
13905	14251	62
13877	13871	62
13820	13889	62
13897	14183	62
13939	14201	62
13817	14199	62
13888	14263	62
13798	14260	62
13905	13863	62
13876	14134	62
13878	13881	62
13855	14264	62
13889	14309	62
13833	14252	62
13889	14271	62
13875	14265	62
13904	14261	62
13912	13820	62
13740	14221	62
13855	14224	62
22442	22421	62
13858	14134	62
13862	14259	62
13622	13367	62
26934	13878	62
13878	17975	62
13869	14240	62
13878	2359	62
44085	60983	62
13920	14303	62
13900	14302	62
13908	13912	62
13856	14206	62
13878	7991	62
36918	19543	62
43574	13858	62
13861	14134	62
13834	14272	62
13826	14216	62
13778	14134	62
13837	14247	62
13768	14253	62
13893	14159	62
13781	14242	62
13902	14193	62
13622	19511	62
56886	10039	62
13878	8247	62
13937	14202	62
13867	14208	62
13886	14258	62
13881	13878	62
9527	50741	62
13878	567	62
13821	14226	62
13835	13837	62
14133	64311	62
37941	58680	62
566	6199	62
32310	3383	62
33078	13818	62
14262	13872	62
14141	13878	62
19511	34614	62
5943	32310	62
9271	49461	62
13863	14279	62
13877	62261	62
13827	14166	62
13877	13821	62
13916	14232	62
13825	14217	62
13831	14155	62
13862	14219	62
13858	14183	62
13622	3895	62
49206	7478	62
12343	15670	62
13878	5942	62
5943	32310	62
13876	14245	62
13834	14176	62
13878	19511	62
13878	822	62
13873	14234	62
13936	14229	62
13878	13825	62
14217	13878	62
1847	19254	62
5431	42294	62
12855	55350	62
15159	13878	62
13918	14239	62
13807	13957	62
14240	13884	62
13865	14134	62
13367	13755	62
14211	13799	62
13858	14187	62
13854	14134	62
13917	14238	62
13873	13833	62
13919	14204	62
13878	5430	62
5431	42294	62
17719	41526	62
13901	14268	62
13791	13918	62
13884	14266	62
13835	13878	62
15415	39478	62
13623	13932	62
14242	13880	62
14185	13834	62
14134	2102	62
13889	14308	62
13622	12599	62
13878	24375	62
31798	26423	62
42038	4407	62
13886	14134	62
5430	27959	62
13871	14234	62
13876	14197	62
13824	14276	62
13839	14214	62
13886	14237	62
13859	14312	62
13878	2615	62
29238	7479	62
13865	13889	62
13836	14281	62
13839	13846	62
14286	13897	62
14231	13807	62
13942	14257	62
13861	13933	62
14265	13878	62
13884	14215	62
13812	14134	62
54	12854	62
3894	20790	62
15927	40246	62
3383	28981	62
13878	7478	62
13881	14220	62
13932	14222	62
13879	14292	62
13879	14216	62
13777	14160	62
13941	14258	62
13945	14134	62
9527	13878	62
13811	14134	62
13911	14133	62
62519	56886	62
23095	45622	62
13754	13837	62
14193	13890	62
14193	13926	62
13890	14217	62
13836	14285	62
13936	13879	62
14292	13829	62
13872	14180	62
13878	13941	62
13878	31031	62
13878	16183	62
13835	14276	62
13843	14206	62
13818	14174	62
13893	14268	62
13833	14215	62
13878	13890	62
14134	12855	62
13834	14134	62
16951	13949	62
14186	13873	62
13898	14270	62
13864	14232	62
13854	13833	62
14188	13878	62
13878	31799	62
13622	2870	62
2871	50230	62
13621	13818	62
14174	13874	62
14252	13868	62
14225	13825	62
14266	13985	62
14134	34871	62
13922	14312	62
13868	14198	62
13891	14284	62
13841	14134	62
10295	38966	62
14135	31029	62
53047	13877	62
14294	13909	62
14207	13849	62
13904	14283	62
13859	14268	62
13824	14192	62
13878	13825	62
14134	18998	62
41271	53302	62
13878	13878	62
25143	59446	62
19767	13793	62
13821	14234	62
13889	14134	62
14135	31030	62
10807	13854	62
14313	13897	62
14134	14647	62
37430	28471	62
13891	14254	62
13865	14134	62
55	28726	62
9271	59190	62
13367	38710	62
13793	14134	62
13816	14184	62
13891	14281	62
13905	14234	62
13807	14231	62
13861	14326	62
13864	14329	62
13878	18743	62
16950	2615	62
13873	13935	62
13898	14269	62
13944	14271	62
13825	14217	62
13897	14182	62
13847	14266	62
13921	14190	62
13785	14133	62
13848	14224	62
13853	14203	62
13877	61239	62
38710	32311	62
42550	6967	62
13908	13852	62
14284	13783	62
13885	14209	62
13805	13898	62
13878	14278	62
13808	14189	62
13946	14134	62
13945	13847	62
14266	13892	62
13876	14286	62
13797	14134	62
6199	36918	62
26679	20790	62
13110	4151	62
13950	14232	62
13841	14182	62
13877	55095	62
57910	17975	62
13922	14133	62
60727	27702	62
8247	42294	62
33335	36662	62
13930	14190	62
13814	14273	62
13757	14198	62
13854	14318	62
13878	26679	62
20790	13622	62
13111	39478	62
27447	21814	62
13887	14134	62
13816	14134	62
13847	14207	62
13883	14217	62
13912	14155	62
13808	14273	62
13768	14170	62
13793	14134	62
27191	28214	62
17719	25654	62
13876	14226	62
13888	13878	62
9527	13893	62
14246	13897	62
13873	14177	62
13853	13887	62
14133	57399	62
27190	20023	62
13877	13883	62
14217	13895	62
14172	13877	62
14219	13860	62
13918	13793	62
14134	6967	62
37686	9527	62
39478	311	62
13856	14248	62
13885	14212	62
13791	14255	62
13867	14147	62
13840	13853	62
14242	13912	62
14133	63799	62
13862	13877	62
13862	14209	62
13866	14209	62
13842	14195	62
13832	14244	62
13841	14227	62
13878	9527	62
13622	311	62
39990	13856	62
14248	13875	62
13836	14299	62
13916	14228	62
13879	14244	62
13825	14134	62
22583	38454	62
13878	13862	62
14133	63543	62
37686	6967	62
13899	13842	62
13906	14220	62
13840	14263	62
13877	14214	62
13937	14224	62
13786	13858	62
13836	14198	62
13925	14206	62
13944	14236	62
13878	14135	62
13876	14184	62
13743	14134	62
13899	14193	62
13829	14236	62
13906	14229	62
13855	14134	62
13821	13906	62
13893	14196	62
13795	14134	62
13623	34357	62
53047	42294	62
9015	35126	62
10551	36918	62
13890	14167	62
13820	14310	62
13918	14207	62
13763	14215	62
13839	13899	62
13794	13829	62
13878	13878	62
13894	13855	62
13910	14133	62
64823	42293	62
13877	13795	62
14134	1591	62
35893	60983	62
13907	14134	62
13887	14205	62
13794	14228	62
13859	13820	62
14310	13888	62
14228	13891	62
14245	13869	62
13893	14133	62
13878	13911	62
14222	13860	62
14296	13811	62
14134	13797	62
14289	13856	62
14254	13799	62
13887	14294	62
13878	13907	62
14187	13915	62
14187	13922	62
13878	9015	62
43061	60983	62
51510	18231	62
13875	14228	62
13895	14236	62
13940	14298	62
13921	14258	62
13933	13811	62
14259	3854	62
13902	10290	62
14257	13891	62
13824	14324	62
13786	14162	62
13820	14238	62
13847	14277	62
13860	14217	62
13879	14252	62
13830	14252	62
13878	13110	62
13890	14180	62
13861	14134	62
13622	24887	62
45622	16439	62
32054	14863	62
13864	10290	62
13881	14199	62
13904	14241	62
13864	14163	62
13871	14233	62
13794	14275	62
13864	14220	62
13835	14188	62
13853	14113	62
13878	10807	62
49206	12087	62
57654	13861	62
13847	14177	62
13814	14180	62
13874	14125	62
13843	14220	62
13892	14183	62
13898	13904	62
14241	13887	62
14218	13806	62
14133	57399	62
43062	311	62
13912	14176	62
13882	14209	62
13904	13866	62
14268	13871	62
14186	13834	62
13879	14242	62
13852	14256	62
13962	14295	62
13922	14267	62
13827	14191	62
13878	18999	62
24374	8503	62
43830	21303	62
13824	14133	62
57399	43062	62
16951	35126	62
26935	39478	62
13893	13904	62
14261	13892	62
14237	13874	62
14266	13845	62
13913	14159	62
13869	14134	62
35383	55093	62
13822	14160	62
13878	2103	62
13883	14266	62
13910	14198	62
13878	55	62
13878	16951	62
13878	26935	62
39478	1079	62
12598	10039	62
11574	13892	62
14237	13622	62
12855	47670	62
26167	35126	62
33079	34614	62
11062	3383	62
13781	14219	62
13986	14231	62
13896	14185	62
13819	14128	62
13864	14138	62
13883	14243	62
13862	14152	62
13890	14176	62
13877	14209	62
13878	5943	62
40502	5431	62
25654	28727	62
13821	14168	62
13911	14207	62
13878	13837	62
13817	14124	62
13826	14302	62
13895	14193	62
13890	13819	62
14128	13875	62
14237	13886	62
13869	14321	62
13776	14134	62
16951	24630	62
13758	14264	62
13825	13845	62
14133	64310	62
13900	14204	62
13888	13911	62
13878	13854	62
13922	14223	62
13832	14232	62
13939	14247	62
13953	14232	62
13878	13875	62
14237	13873	62
13905	14259	62
13885	14286	62
13855	14249	62
13850	14233	62
13928	13825	62
13777	14209	62
13835	14204	62
13945	13888	62
13891	14267	62
13964	13922	62
13924	14223	62
13876	14258	62
13878	33079	62
38966	18487	62
44086	21303	62
31798	14647	62
36406	22582	62
15671	52790	62
20535	13896	62
14196	13860	62
