timestamp, bpm, average bpm, red, ir, HR, HRvalid, SPO2, SPO2Valid
08:47:27.971, , , 60628, 19019, 187, 0, 94, 1
08:47:28.039, , , 60325, 18918, 187, 0, 94, 1
08:47:28.147, , , 60603, 19151, 187, 0, 94, 1
08:47:28.252, , , 61217, 19389, 187, 0, 94, 1
08:47:28.357, , , 62061, 19701, 187, 0, 94, 1
08:47:28.427, , , 62621, 19954, 187, 0, 94, 1
08:47:28.567, , , 62265, 19249, 187, 0, 94, 1
08:47:28.641, , , 60633, 19095, 187, 0, 94, 1
08:47:28.748, , , 61289, 19343, 187, 0, 94, 1
08:47:28.822, , , 61292, 19175, 187, 0, 94, 1
08:47:28.965, , , 60746, 19101, 187, 0, 94, 1
08:47:29.035, , , 61103, 19233, 187, 0, 94, 1
08:47:29.176, , , 61615, 19376, 187, 0, 94, 1
08:47:29.251, , , 61812, 19428, 187, 0, 94, 1
08:47:29.358, , , 62076, 19103, 187, 0, 94, 1
08:47:29.430, , , 59842, 18276, 187, 0, 94, 1
08:47:29.542, , , 59243, 18393, 187, 0, 94, 1
08:47:29.650, , , 59605, 18427, 187, 0, 94, 1
08:47:29.760, , , 59173, 18278, 187, 0, 94, 1
08:47:29.831, , , 59513, 18508, 187, 0, 94, 1
08:47:29.975, , , 60405, 18808, 187, 0, 94, 1
08:47:30.047, , , 60811, 18913, 187, 0, 94, 1
08:47:30.155, , , 61115, 18922, 187, 0, 94, 1
08:47:30.222, , , 59853, 17942, 187, 0, 94, 1
08:47:30.367, , , 58026, 17830, 187, 0, 94, 1
08:47:30.442, , , 58572, 17999, 187, 0, 94, 1
08:47:30.550, , , 58508, 17836, 187, 0, 94, 1
08:47:30.622, , , 58561, 18026, 187, 0, 94, 1
08:47:30.766, , , 59674, 18458, 187, 0, 94, 1
08:47:30.840, , , 60221, 18611, 187, 0, 94, 1
08:47:30.944, , , 60586, 18759, 187, 0, 94, 1
08:47:31.050, , , 60415, 18108, 187, 0, 94, 1
08:47:31.156, , , 57819, 17668, 187, 0, 94, 1
08:47:31.229, , , 58487, 17940, 187, 0, 94, 1
08:47:31.372, , , 58877, 17894, 187, 0, 94, 1
08:47:31.445, , , 58703, 18002, 187, 0, 94, 1
08:47:31.550, , , 59678, 18417, 187, 0, 94, 1
08:47:31.624, , , 60328, 18626, 187, 0, 94, 1
08:47:31.761, , , 60838, 18805, 187, 0, 94, 1
08:47:31.831, , , 61232, 18752, 187, 0, 94, 1
08:47:31.977, , , 58798, 17812, 187, 0, 94, 1
08:47:32.050, , , 58979, 18084, 187, 0, 94, 1
08:47:32.163, , , 59739, 18204, 187, 0, 94, 1
08:47:32.239, , , 59409, 18126, 187, 0, 94, 1
08:47:32.347, , , 59971, 18487, 187, 0, 94, 1
08:47:32.454, , , 60662, 18729, 187, 0, 94, 1
08:47:32.559, , , 61070, 18816, 187, 0, 94, 1
08:47:32.629, , , 61043, 18372, 187, 0, 94, 1
08:47:32.773, , , 58683, 17833, 187, 0, 94, 1
08:47:32.844, , , 59067, 18004, 187, 0, 94, 1
08:47:32.949, , , 59421, 17989, 136, 0, 100, 1
08:47:33.022, , , 59278, 18072, 136, 0, 100, 1
08:47:33.165, , , 60067, 18431, 136, 0, 100, 1
08:47:33.233, , , 60621, 18610, 136, 0, 100, 1
08:47:33.341, , , 60981, 18711, 136, 0, 100, 1
08:47:33.450, , , 60565, 18025, 136, 0, 100, 1
08:47:33.557, , , 58518, 17708, 136, 0, 100, 1
08:47:33.628, , , 58920, 17867, 136, 0, 100, 1
08:47:33.773, , , 58957, 17739, 136, 0, 100, 1
08:47:33.843, , , 58851, 17848, 136, 0, 100, 1
08:47:33.947, , , 59704, 18213, 136, 0, 100, 1
08:47:34.020, , , 60182, 18353, 136, 0, 100, 1
08:47:34.163, , , 60582, 18407, 136, 0, 100, 1
08:47:34.233, , , 59559, 17586, 136, 0, 100, 1
08:47:34.373, , , 58151, 17521, 136, 0, 100, 1
08:47:34.440, , , 58535, 17631, 136, 0, 100, 1
08:47:34.545, , , 58319, 17496, 136, 0, 100, 1
08:47:34.620, , , 58453, 17686, 136, 0, 100, 1
08:47:34.759, , , 59248, 17953, 136, 0, 100, 1
08:47:34.828, , , 59615, 18078, 136, 0, 100, 1
08:47:34.967, , , 60007, 18032, 136, 0, 100, 1
08:47:35.036, , , 58725, 17315, 136, 0, 100, 1
08:47:35.146, , , 58086, 17487, 136, 0, 100, 1
08:47:35.216, , , 58663, 17646, 136, 0, 100, 1
08:47:35.357, , , 58528, 17582, 136, 0, 100, 1
08:47:35.426, , , 58848, 17811, 150, 0, 97, 1
08:47:35.568, , , 59780, 18163, 150, 0, 97, 1
08:47:35.635, , , 60169, 18285, 150, 0, 97, 1
08:47:35.741, , , 60478, 18016, 150, 0, 97, 1
08:47:35.848, , , 58689, 17486, 150, 0, 97, 1
08:47:35.957, , , 58744, 17706, 150, 0, 97, 1
08:47:36.028, , , 59097, 17743, 150, 0, 97, 1
08:47:36.170, , , 58687, 17658, 150, 0, 97, 1
08:47:36.241, , , 59065, 17890, 150, 0, 97, 1
08:47:36.348, , , 59808, 18131, 150, 0, 97, 1
08:47:36.422, , , 60046, 18214, 150, 0, 97, 1
08:47:36.570, , , 58721, 17223, 150, 0, 97, 1
08:47:36.642, , , 57480, 17192, 150, 0, 97, 1
08:47:36.747, , , 58075, 17384, 150, 0, 97, 1
08:47:36.850, , , 58049, 17275, 150, 0, 97, 1
08:47:36.955, , , 58127, 17522, 150, 0, 97, 1
08:47:37.026, , , 58830, 17813, 150, 0, 97, 1
08:47:37.165, , , 59590, 18044, 150, 0, 97, 1
08:47:37.234, , , 59860, 18128, 150, 0, 97, 1
08:47:37.344, , , 58135, 17078, 150, 0, 97, 1
08:47:37.416, , , 57229, 17116, 150, 0, 97, 1
08:47:37.556, , , 57890, 17325, 150, 0, 97, 1
08:47:37.630, , , 57843, 17265, 150, 0, 97, 1
08:47:37.735, , , 58184, 17601, 150, 0, 97, 1
08:47:37.846, , , 58887, 17865, 150, 0, 97, 1
08:47:37.948, , , 59622, 18107, 214, 0, 94, 1
08:47:38.021, , , 59912, 18250, 214, 0, 94, 1
08:47:38.162, , , 58619, 17382, 214, 0, 94, 1
08:47:38.238, , , 57861, 17507, 214, 0, 94, 1
08:47:38.348, , , 58618, 17746, 214, 0, 94, 1
08:47:38.422, , , 58650, 17760, 214, 0, 94, 1
08:47:38.566, , , 59142, 18121, 214, 0, 94, 1
08:47:38.633, , , 59907, 18412, 214, 0, 94, 1
08:47:38.740, , , 60772, 18727, 214, 0, 94, 1
08:47:38.850, , , 61114, 18875, 214, 0, 94, 1
08:47:38.960, , , 60449, 18209, 214, 0, 94, 1
08:47:39.034, , , 59497, 18257, 214, 0, 94, 1
08:47:39.140, , , 60197, 18493, 214, 0, 94, 1
08:47:39.213, , , 60267, 18425, 214, 0, 94, 1
08:47:39.356, , , 60397, 18655, 214, 0, 94, 1
08:47:39.424, , , 61002, 18894, 214, 0, 94, 1
08:47:39.566, , , 61611, 19079, 214, 0, 94, 1
08:47:39.638, , , 61911, 19088, 214, 0, 94, 1
08:47:39.747, , , 60106, 18352, 214, 0, 94, 1
08:47:39.819, , , 60147, 18483, 214, 0, 94, 1
08:47:39.960, , , 60646, 18560, 214, 0, 94, 1
08:47:40.032, , , 60448, 18540, 214, 0, 94, 1
08:47:40.138, , , 60939, 18829, 214, 0, 94, 1
08:47:40.243, , , 61454, 18986, 214, 0, 94, 1
08:47:40.351, , , 61855, 19093, 214, 0, 94, 1
08:47:40.422, , , 61852, 18693, 187, 0, 96, 1
08:47:40.564, , , 59507, 18073, 187, 0, 96, 1
08:47:40.635, , , 59761, 18210, 187, 0, 96, 1
08:47:40.741, , , 59972, 18164, 187, 0, 96, 1
08:47:40.816, , , 59733, 18179, 187, 0, 96, 1
08:47:40.954, , , 60440, 18521, 187, 0, 96, 1
08:47:41.026, , , 60928, 18647, 187, 0, 96, 1
08:47:41.168, , , 61264, 18732, 187, 0, 96, 1
08:47:41.239, , , 60555, 17958, 187, 0, 96, 1
08:47:41.350, , , 58838, 17798, 187, 0, 96, 1
08:47:41.417, , , 59192, 17896, 187, 0, 96, 1
08:47:41.556, , , 59122, 17792, 187, 0, 96, 1
08:47:41.626, , , 59142, 17947, 187, 0, 96, 1
08:47:41.734, , , 60020, 18305, 187, 0, 96, 1
08:47:41.843, , , 60531, 18446, 187, 0, 96, 1
08:47:41.950, , , 60917, 18461, 187, 0, 96, 1
08:47:42.021, , , 59766, 17683, 187, 0, 96, 1
08:47:42.169, , , 58796, 17792, 187, 0, 96, 1
08:47:42.240, , , 59385, 17943, 187, 0, 96, 1
08:47:42.350, , , 59326, 17901, 187, 0, 96, 1
08:47:42.421, , , 59651, 18119, 187, 0, 96, 1
08:47:42.568, , , 60653, 18547, 187, 0, 96, 1
08:47:42.640, , , 61195, 18688, 187, 0, 96, 1
08:47:42.747, , , 61632, 18696, 187, 0, 96, 1
08:47:42.822, , , 60306, 17925, 187, 0, 96, 1
08:47:42.961, , , 59640, 18086, 150, 0, 99, 1
08:47:43.033, , , 60146, 18208, 150, 0, 99, 1
08:47:43.138, , , 59930, 18102, 150, 0, 99, 1
08:47:43.213, , , 60175, 18290, 150, 0, 99, 1
08:47:43.358, , , 61097, 18617, 150, 0, 99, 1
08:47:43.431, , , 61319, 18656, 150, 0, 99, 1
08:47:43.537, , , 60652, 17878, 150, 0, 99, 1
08:47:43.642, , , 58860, 17614, 150, 0, 99, 1
08:47:43.751, , , 59426, 17917, 150, 0, 99, 1
08:47:43.822, , , 59710, 17854, 150, 0, 99, 1
08:47:43.964, , , 59547, 17993, 150, 0, 99, 1
08:47:44.033, , , 60128, 18237, 150, 0, 99, 1
08:47:44.138, , , 60885, 18468, 150, 0, 99, 1
08:47:44.247, , , 61050, 18485, 150, 0, 99, 1
08:47:44.359, , , 59013, 17317, 150, 0, 99, 1
08:47:44.426, , , 58171, 17399, 150, 0, 99, 1
08:47:44.565, , , 58849, 17589, 150, 0, 99, 1
08:47:44.634, , , 58672, 17451, 150, 0, 99, 1
08:47:44.742, , , 58889, 17777, 150, 0, 99, 1
08:47:44.815, , , 59598, 18021, 150, 0, 99, 1
08:47:44.954, , , 60229, 18204, 150, 0, 99, 1
08:47:45.028, , , 60438, 17951, 150, 0, 99, 1
08:47:45.135, , , 57571, 17088, 150, 0, 99, 1
08:47:45.241, , , 57805, 17298, 150, 0, 99, 1
08:47:45.351, , , 58319, 17374, 150, 0, 99, 1
08:47:45.419, , , 58029, 17370, 136, 0, 99, 1
08:47:45.559, , , 58819, 17817, 136, 0, 99, 1
08:47:45.633, , , 59478, 18040, 136, 0, 99, 1
08:47:45.740, , , 59958, 18210, 136, 0, 99, 1
08:47:45.812, , , 60049, 17767, 136, 0, 99, 1
